firstname,lastname,email,username,password,profile_picture,dob,number,role,bio,major,minor,school
Thersa,Guerrero,Thersa.Guerrero@outlook.com,Thersa.Guerrero,pbkdf2:sha512:150000$6d25Kz4Gxi$62bbb01bffa30ca90fba42b1f2e70e3ee378c70668f35db58aba15c7a33f2ad95a9de08945f1420cc2fe06a9b0d0b62861f1a23b19d01c04b290be069b72992c,default.png,11/15/2004,876-279-4770,student,"She spent her earliest years reading classic literature, and writing poetry. Ports are used to communicate with the external world. Erlang is a general-purpose, concurrent, functional programming language. Erlang is a general-purpose, concurrent, functional programming language.",Cybersecurity,Information Science,University of the Commonwealth Caribbean
Digna,Mcclain,Digna.Mcclain@yahoo.com,Digna.Mcclain,pbkdf2:sha512:150000$w58ZHSx8Vz$15bd265073b35b27bf1a9b8913a586fbff6d2dc92b4afdfc9baeb5da61471bc2cc1e002eca7b91e73d217f6b198ce6b55f09fc312cf0c24f9d35b265f943c743,default.png,08/29/2003,876-438-8235,student,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Do you come here often? It is also a garbage-collected runtime system. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Information Technology,Information Technology,Shortwood Teachers College
Alva,Crawford,Alva.Crawford@yahoo.com,Alva.Crawford,pbkdf2:sha512:150000$NnjpGF6rSf$de8372401c567f1430522ae56bc70fdcbeca441538593970658b13cc3bca3b92d0509704e776aae999b5c622e91d34d6fd5121b52375bc48e0ecf11a517793f0,default.png,04/29/2002,876-845-2934,student,"In 1989 the building was heavily damaged by fire, but it has since been restored. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",Information Technology,Cybersecurity,University of the Commonwealth Caribbean
Nick,Farley,Nick.Farley@yahoo.com,Nick.Farley,pbkdf2:sha512:150000$zcAktG1uXx$7d14a68965c7c0c04bae5b40de17c959c27662efb02b068b870255e1e6fb1148225f1ce61e21339e429609e788d954bd0b8dc2d3fe8c62a2b0466ea830304039,default.png,02/11/2000,876-517-5913,student,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",Information Technology,Computer Science,Northern Caribbean University
Lashay,Joyce,Lashay.Joyce@gmail.com,Lashay.Joyce,pbkdf2:sha512:150000$EKJC3NahHY$82f1064360c4945b4f6bf5f0fd37b3b58147e38a50d2aea4f813e71cc5d22eb1a83f995cc256535a11ba50983c72f0270cc242104ced23552494429995483756,default.png,02/04/2000,876-320-1020,student,"Do you come here often? Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Ports are used to communicate with the external world. Erlang is known for its designs that are well suited for systems.",Information Science,Systems & Network Administration,Mico University College
Kip,Lara,Kip.Lara@gmail.com,Kip.Lara,pbkdf2:sha512:150000$utmsO2OoJc$d6943fd7516cd9d236eac27c49071ac39b009f70c05fa384e5a0ccde6e013344a6317030bdea45cb063599c53f84a275c051a4f964be71d28adf412af93aa97c,default.png,12/29/1999,876-002-9054,student,"Erlang is a general-purpose, concurrent, functional programming language. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. He looked inquisitively at his keyboard and wrote another sentence. Tuples are containers for a fixed number of Erlang data types.",Information Systems,Information Technology,Northern Caribbean University
Caleb,Zamora,Caleb.Zamora@yahoo.com,Caleb.Zamora,pbkdf2:sha512:150000$sLPCpBS2dQ$5f29a61eaa872071d5064366b7b5f23fbb86ff0d9f311626ecb76e5cf863a401d3a649ad1f26f5aa5804527f7e2b4e7789ae3871eba185ccd8772369b5955f34,default.png,04/09/2000,876-282-1557,student,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Do you come here often? Tuples are containers for a fixed number of Erlang data types. I don't even care.",Computer Science,Information Systems,Shortwood Teachers College
Leif,Nicholson,Leif.Nicholson@yahoo.com,Leif.Nicholson,pbkdf2:sha512:150000$tQDwkBN06S$4a78a8f04ae00cd9ae61df39a635ff95fa127314af73e4eba85c9a0955480af95121bf6d7947e8d783e8edeebbeec1854a3d1484957b4c526d5a84f97c9281f9,default.png,02/02/1998,876-238-1307,student,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. He looked inquisitively at his keyboard and wrote another sentence. Any element of a tuple can be accessed in constant time. Make me a sandwich.",Cybersecurity,Computer Engineering,St.Joseph Teachers College
Melany,Rosa,Melany.Rosa@outlook.com,Melany.Rosa,pbkdf2:sha512:150000$jhCGcrAIhf$9a093f1fcae491f177b4c2f39647ce90fb5723dd055b4c8e7fababb04c8fba61c7dcf065446d785218071eea0cf830508cca786d21cd2cdd16bb90a467bd75ba,default.png,02/18/1994,876-893-3980,student,"Its main implementation is the Glasgow Haskell Compiler. I don't even care. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Any element of a tuple can be accessed in constant time.",Systems & Network Administration,Computer Engineering,University of the Commonwealth Caribbean
Diego,Buck,Diego.Buck@outlook.com,Diego.Buck,pbkdf2:sha512:150000$6OSCCnOsz4$ff8b38280019f6de6fb1c2ffdf2745c695bb84553b2e68d14bb165d4e38945966b5d0dbdb57474360bd67a3cb9668b409814ca00fe827ff3428506fbd0a38d5f,default.png,09/28/2004,876-601-1754,student,"Atoms are used within a program to denote distinguished values. Ports are created with the built-in function open_port. Erlang is a general-purpose, concurrent, functional programming language. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",Cybersecurity,Computer Science,Shortwood Teachers College
Donte,Kidd,Donte.Kidd@gmail.com,Donte.Kidd,pbkdf2:sha512:150000$4LghaR6kRu$00f4017660786945b3c768f86faee0233d430a9600a1064568176082483b153fc6904496cc570923a816a1ea3f5b6de443eeccd05f17cbf8bd6d74a043a78d11,default.png,06/12/1995,876-253-6880,student,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Tuples are containers for a fixed number of Erlang data types. In 1989 the building was heavily damaged by fire, but it has since been restored. It is also a garbage-collected runtime system.",Information Technology,Computer Engineering,Shortwood Teachers College
Micheal,Maldonado,Micheal.Maldonado@gmail.com,Micheal.Maldonado,pbkdf2:sha512:150000$Z8KonH40ob$bec4ffa87f44bffeaf7ec2e3ffa616cb13ed5bd5d7a8e5d98bd5ac1dd534699b87f537a2bb388b74182ad60b37b3bdd471a0bd1733cfb30dc59d87a28bdfab09,default.png,01/25/2000,876-551-6665,student,"Any element of a tuple can be accessed in constant time. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Erlang is a general-purpose, concurrent, functional programming language. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Computer Science,Information Science,Shortwood Teachers College
Marylouise,Hammond,Marylouise.Hammond@outlook.com,Marylouise.Hammond,pbkdf2:sha512:150000$F6eCydPJLl$be84af87eba0385399c64259292b5d3ff1d243411e4404da9fc697663e50e8dd2897771bb77c229d9c7cf2dd8942343c45b52f106325e95c59fce71223890a22,default.png,11/30/2001,876-794-3491,student,Do you come here often? Do you come here often? Type classes first appeared in the Haskell programming language. Its main implementation is the Glasgow Haskell Compiler.,Computer Engineering,Information Systems,Northern Caribbean University
Reynaldo,Perez,Reynaldo.Perez@outlook.com,Reynaldo.Perez,pbkdf2:sha512:150000$PTmjokYLqk$38993b9f5380457e88adc8a421cc75dde2274150ad8facd5c5aa008b7352e54e7b0ddaf19b1bed5b08725b39175cedd589164d978c094b89b91783bda2386cb8,default.png,03/28/2003,876-712-6708,student,"I don't even care. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Its main implementation is the Glasgow Haskell Compiler. In 1989 the building was heavily damaged by fire, but it has since been restored.",Cybersecurity,Computer Science,University of the Commonwealth Caribbean
Kym,Duncan,Kym.Duncan@outlook.com,Kym.Duncan,pbkdf2:sha512:150000$7COm6wZmzb$34e04a69c56d123432106c5a933e6645779f528490f8a177b6165797a7fac2d9167ba19bf6034b4739bde28a879e626304549e19134b46bcc75612d718c8d2ef,default.png,05/31/2003,876-438-2954,student,"Make me a sandwich. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Do you have any idea why this is not working? Do you come here often?",Computer Science,Computer Science,University of the West Indies
Efrain,Rosario,Efrain.Rosario@gmail.com,Efrain.Rosario,pbkdf2:sha512:150000$wjtVnZ3wwD$3d95d200877b9027bc13408ad630619b7a7b361f8120d4811d54d3b9d884ce9727333e5a88303a2962e170a0988b093c393240a7b467034d26e67c240b9e390c,default.png,02/26/1995,876-441-4905,student,"Its main implementation is the Glasgow Haskell Compiler. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Tuples are containers for a fixed number of Erlang data types. They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",Information Technology,Systems & Network Administration,University of the West Indies
Leo,Weiss,Leo.Weiss@outlook.com,Leo.Weiss,pbkdf2:sha512:150000$EbAJsI0JXV$8d0fc7a49f9fd28fab4756e8e6ab50a3f32daa951962afb4530f20423dc43252d56d3fe58e4304b122875c24be8a4e87ea7cf87aa844a905c0ec47d0343e1ebe,default.png,12/29/2003,876-742-6898,student,"Ports are created with the built-in function open_port. Atoms are used within a program to denote distinguished values. Do you come here often? Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",Computer Engineering,Cybersecurity,St.Joseph Teachers College
Patricia,Chang,Patricia.Chang@gmail.com,Patricia.Chang,pbkdf2:sha512:150000$ONK1KJFXB6$7c04b82e03972528bd287b305476c9de465ac4a60489c172beb50c28cf1ff0f3ccdf955fb6eec8b30f995d6152d60333576dcc057653cc264e031bf1ae568bdc,default.png,02/06/2002,876-681-6994,student,"She spent her earliest years reading classic literature, and writing poetry. In 1989 the building was heavily damaged by fire, but it has since been restored. Any element of a tuple can be accessed in constant time. They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",Computer Science,Systems & Network Administration,St.Joseph Teachers College
Lesley,Conway,Lesley.Conway@outlook.com,Lesley.Conway,pbkdf2:sha512:150000$7nrq98cdc3$81dddf27cb41786b03ec4dc3f4cda960369fccba746d6ee919aca8856f4b74d832ba3947b24fb62fa75bed82d60d6dae6d778c97e488dccd667d6b3a296d87df,default.png,01/02/2003,876-335-2589,student,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. She spent her earliest years reading classic literature, and writing poetry. Do you come here often?",Computer Engineering,Computer Engineering,Northern Caribbean University
Rickey,Mccarthy,Rickey.Mccarthy@gmail.com,Rickey.Mccarthy,pbkdf2:sha512:150000$1uuARPkF6I$885a26892169d19580606effc200a44b897b671fffb75902242d9b8fa80fd6ce78edea62a5222def33a69e0ba21b790f2d9d8590e2a768eb1f1577a80c19f706,default.png,03/25/1995,876-705-6684,student,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Where are my pants? Any element of a tuple can be accessed in constant time. Type classes first appeared in the Haskell programming language.",Computer Science,Cybersecurity,Mico University College
Jesusa,Saunders,Jesusa.Saunders@outlook.com,Jesusa.Saunders,pbkdf2:sha512:150000$iRUgmCsdyu$a74b5974986b473beb2ad9ab7973a835905f3dd544af0cbdbed4fbbd9f8d6265d26b7cf677d41efd2968328c8c46f7ab95319b47c05f6084dda4ecea200188e4,default.png,05/26/1994,876-908-7416,student,"Haskell features a type system with type inference and lazy evaluation. Ports are used to communicate with the external world. I don't even care. In 1989 the building was heavily damaged by fire, but it has since been restored.",Information Science,Information Technology,Mico University College
Lorenzo,Slater,Lorenzo.Slater@gmail.com,Lorenzo.Slater,pbkdf2:sha512:150000$IKa27BGQov$0e5b270d955010d676d1b4ec92fc3c731fbed19ba96db4ad7860ef223ffeeef9863b246a82970e7299c73e802f8781435de851391d3c0dbef5172e0d7717421a,default.png,11/12/2003,876-074-8141,student,"I don't even care. Tuples are containers for a fixed number of Erlang data types. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Do you come here often?",Computer Engineering,Cybersecurity,St.Joseph Teachers College
Chung,Sims,Chung.Sims@yahoo.com,Chung.Sims,pbkdf2:sha512:150000$yiImlIoDCi$0e5568c46e85f99591954ce68e952fb7ee22d40897a3d9629260a8f0ed7b5034d9360c060d7f8d4452f2db754364270e9c2836f0a5c5ce3168a337c8d5bd7e9d,default.png,01/31/2001,876-215-9578,student,"He looked inquisitively at his keyboard and wrote another sentence. Erlang is a general-purpose, concurrent, functional programming language. The arguments can be primitive data types or compound data types. Where are my pants?",Computer Engineering,Cybersecurity,University of the Commonwealth Caribbean
Takako,Contreras,Takako.Contreras@yahoo.com,Takako.Contreras,pbkdf2:sha512:150000$8PoXNT7Xl9$9182c3ef326d58353b4c92375be6f95cfd1a7a842e5984111e2b1e4c85b198d76c13490a5603c365f6f3d91a7673c2ce0c74e9059bd015691d372195e913763a,default.png,08/10/1997,876-854-4408,student,"In 1989 the building was heavily damaged by fire, but it has since been restored. Do you come here often? Do you have any idea why this is not working? Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",Cybersecurity,Computer Engineering,Mico University College
