company_name,email,password,profile_picture,comp_desc,tel_num,role
WellPoint,WellPoint.@com.jm,pbkdf2:sha512:150000$aZYM7Z6ySs$43aa0848aa75f0e1dc591c32280d542675733553b8f4e2c1509aab4a3adcf7b31001d41c29c39fe285b2e836db9de474bd0e6e6d9b8fef7d87e195ae0ac5348d,default.png,"At WellPointLimited PartnershipThe syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Erlang is known for its designs that are well suited for systems. Do you have any idea why this is not working? Erlang is known for its designs that are well suited for systems. He looked inquisitively at his keyboard and wrote another sentence. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",876-070-2634,company
Capitalcorp,Capitalcorp.@net.jm,pbkdf2:sha512:150000$wvsFeHABQ0$0f3e514dce8a1634dc66c8347418c8229032e9836b17c4aabfc44f1b819e514de23ce331cc9f62aa13d029813449833053c48cd2fcabeabc0e391b057fd162fd,default.png,"At CapitalcorpCorporationInitially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Ports are used to communicate with the external world. Erlang is a general-purpose, concurrent, functional programming language. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. She spent her earliest years reading classic literature, and writing poetry. Haskell features a type system with type inference and lazy evaluation. Do you have any idea why this is not working?",876-089-0144,company
Choices,Choices.@gov.jm,pbkdf2:sha512:150000$7JaOWKYhQh$e8f953a0c8e39013b714e1a1be7c804711f5107569f4559f32913816333732c424520a788b4dc4f51a68ba2defbfd3ebc43a7d08a3b455cb6465c182ec84b514,default.png,"At ChoicesCorporationShe spent her earliest years reading classic literature, and writing poetry. Ports are used to communicate with the external world. Where are my pants? I don't even care. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Where are my pants? Haskell features a type system with type inference and lazy evaluation.",876-811-6638,company
Sexy Babe,Sexy_Babe.@com.jm,pbkdf2:sha512:150000$6Ax21obaZP$a1fc97fb4a4efc047049198f0cdb8e0145837263a5af618516dab3cb1985fd0a1876e12f0f5d9f47cc6575b5b0439a5f4aac3f7702d9f3ca007204396d44b44d,default.png,"At Sexy BabeCorporationAtoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Do you come here often? In 1989 the building was heavily damaged by fire, but it has since been restored. It is also a garbage-collected runtime system. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" He looked inquisitively at his keyboard and wrote another sentence.",876-357-4543,company
Zapata,Zapata.@net.jm,pbkdf2:sha512:150000$r9Z5kodGoL$35bfd445b6c9a3b60ec8dbe9ac7f04aed5d677cd48717cb057bcd2b302f24ba1adaa32aa52b2825b7fcff9dfaef304ea70fe69d52759c95841aaa9e3c8ed62e0,default.png,"At ZapataLimited PartnershipIt is also a garbage-collected runtime system. Erlang is known for its designs that are well suited for systems. The arguments can be primitive data types or compound data types. Make me a sandwich. Erlang is a general-purpose, concurrent, functional programming language. Do you come here often? She spent her earliest years reading classic literature, and writing poetry.",876-445-6127,company
Bealls,Bealls.@net.jm,pbkdf2:sha512:150000$w9jvhWZaHn$b9861cda3538c6c5840291d77ca4ff62363a0cb315488036ef797e1426d1cd5b52248a7c47fedeab812a419a1dee54acb927e84b32695fcb03ef6721770978ae,default.png,"At BeallsProfessional Limited Liability CompanyIts main implementation is the Glasgow Haskell Compiler. Erlang is known for its designs that are well suited for systems. In 1989 the building was heavily damaged by fire, but it has since been restored. It is also a garbage-collected runtime system. Make me a sandwich. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",876-378-2447,company
Raytheon,Raytheon.@com.jm,pbkdf2:sha512:150000$k4DNCq3yHB$837c1645018203bd97c6d89a28687f02982188483a56166036f10e6502dca242be4e5a46b66e9b8a25c38c577f9f05d19f01a6e48ef0792b15732464086e7fc6,default.png,"At RaytheonLimited PartnershipI don't even care. The arguments can be primitive data types or compound data types. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Ports are used to communicate with the external world. In 1989 the building was heavily damaged by fire, but it has since been restored. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Do you have any idea why this is not working?",876-580-7635,company
Lee (jeans),Lee_(jeans).@org.jm,pbkdf2:sha512:150000$g6FRu3jhh3$cca93782f547a189727669740b5f5ac11feb06c6be00e14976934414275d1f5d96f5dbebc7d21ec8c2677d3ad9ad19105aaa95a313527ca295a42011558f131e,default.png,"At Lee (jeans)Professional Limited Liability CompanyErlang is a general-purpose, concurrent, functional programming language. Ports are created with the built-in function open_port. Ports are used to communicate with the external world. Haskell features a type system with type inference and lazy evaluation. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" In 1989 the building was heavily damaged by fire, but it has since been restored. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",876-961-3921,company
BNSF Railway,BNSF_Railway.@org.jm,pbkdf2:sha512:150000$JJSP1Tlu3L$b616b0f4d5d2960b246ada6383cbd50e11bcd6ede54b58e8041e51a5d42bb5ac2be0733ff25e8008f3dc309dfc519b56d4155601e035db919eba7699dd9813b8,default.png,"At BNSF RailwayLimited Liability CompanyAtoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. The arguments can be primitive data types or compound data types. In 1989 the building was heavily damaged by fire, but it has since been restored. Haskell features a type system with type inference and lazy evaluation. In 1989 the building was heavily damaged by fire, but it has since been restored. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. In 1989 the building was heavily damaged by fire, but it has since been restored.",876-897-1326,company
Shure Incorporated,Shure_Incorporated.@com.jm,pbkdf2:sha512:150000$9cRNtdJC27$0e48fec3400dc94c73d7bbc41304aa3e62a50c2ea1fc1e373c3db9b38da38801ca2f580c40b1dd9d822673746287db77ab7ceeec27ca0bce89aad9f94a2bb59b,default.png,"At Shure IncorporatedLimited Liability PartnershipPorts are created with the built-in function open_port. Erlang is a general-purpose, concurrent, functional programming language. Haskell features a type system with type inference and lazy evaluation. He looked inquisitively at his keyboard and wrote another sentence. Do you have any idea why this is not working? Make me a sandwich. Haskell features a type system with type inference and lazy evaluation.",876-588-6653,company
Edge Garden Services,Edge_Garden_Services.@org.jm,pbkdf2:sha512:150000$9LyBEtTbW2$dca91f2a601d0f683af7ef1169a71bfd9b60475f1971f70daff4c3d618a74d9bc9c55a05de2a6403fb348c9a62c2525100055ed716aee5f68302ddffa7b5f537,default.png,"At Edge Garden ServicesCorporationHaskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. I don't even care. It is also a garbage-collected runtime system. Tuples are containers for a fixed number of Erlang data types. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. He looked inquisitively at his keyboard and wrote another sentence.",876-360-8086,company
Friendly Interior Design,Friendly_Interior_Design.@edu.jm,pbkdf2:sha512:150000$80zDJoZQ0m$cbc238f0fe3fc9db61ee424e9f5e02ba59a53c28768500600735e3cb753263a03fbc06ea73eb513829866a31bac9abb8bb4fcb19b16e0a964744d835dae0640f,default.png,"At Friendly Interior DesignLimited Liability Limited PartnershipInitially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Atoms are used within a program to denote distinguished values. Any element of a tuple can be accessed in constant time. He looked inquisitively at his keyboard and wrote another sentence. Do you come here often? Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Ports are used to communicate with the external world.",876-143-0283,company
"Olan Mills, Inc.","Olan_Mills,_Inc..@gov.jm",pbkdf2:sha512:150000$CNtMoS3Dk7$0b2df3f679525716c812b61e41fbc634fe7397276726ed0376f56481924beb3302c02e8bbfa9f9c0f6705fb5c98849ede75480d66e85c8226bfce5e289f0360f,default.png,"At Olan Mills, Inc.Limited Liability CompanyAtoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. I don't even care. Erlang is known for its designs that are well suited for systems. The arguments can be primitive data types or compound data types. Erlang is a general-purpose, concurrent, functional programming language. Do you come here often? Ports are used to communicate with the external world.",876-192-7671,company
Avery Dennison,Avery_Dennison.@com.jm,pbkdf2:sha512:150000$v7Rf8JYIJX$e99132c187459bb062f3aec7f1249a89b73f195086049bff18970ea94822163dbf0bd331033850ebe3717e5a4bbea8cdf69f34bd341f10790dbeb013a81669db,default.png,"At Avery DennisonLimited PartnershipWhere are my pants? Ports are created with the built-in function open_port. Atoms are used within a program to denote distinguished values. The arguments can be primitive data types or compound data types. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. The arguments can be primitive data types or compound data types.",876-393-7166,company
Netstars Matrix Design,Netstars_Matrix_Design.@mil.jm,pbkdf2:sha512:150000$SOXCGZidJK$fa2ab335eef1ad267f70c7c1106e97765d6ac6f160b605f4a683319178427a68e4b94c41c1b790aa602a4749642e2ea72c4bb1477918e0e65b47d9a2382265ff,default.png,"At Netstars Matrix DesignProfessional corporationThe arguments can be primitive data types or compound data types. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Do you have any idea why this is not working? Its main implementation is the Glasgow Haskell Compiler. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Where are my pants? Do you have any idea why this is not working?",876-677-4399,company
